RefNo,ResultNo,RockName,Year,Authors,Title,Journal,Volume,Pages,Continent,RockType,LowAge,HighAge,LoMagAge,HiMagAge,SLat,SLon,PLat,PLon,DP,DM,Dec,Inc,K,A95,B,N,QSUM,Q1,Q2,Q3,Q4,Q5,Q6,Q7,RSUM,R1,R2,R3,R4,R5,R6,R7,Component,Tests,Tilt,PType,DemagCode,Treatment,Method,Terrane,StratAge,RLat,RLon,Comments
2673,6976,Northern Tien Shan Volcanics and Sediments,1992,"Audibert,M., Bazhenov,M.L.",Permian paleomagnetism of the northern Tien Shan and its tectonic implications,Tectonics,11,1057-1070,Asia,"extrusives, sediments",251,299,251,299,42.5,75.5,63.4,181.8,5.5,8.3,210,-50,73,6.2,7,39,5,1,1,1,1,0,0,1,,,,,,,,,Locality 4,F+,100,D,3,T,stratigraphic,,P,42.5,75.5,
2674,6977,Chela Group,1992,"Jones, D.L., McFadden, P.L., Kroner, A., McWilliams, M.O.",Palaeomagnetic results from the late Precambrian Chela Group of southwest Angola,Precambrian Res.,59,1-13,Africa,"sediments,pyroclastics,shales,quartzites",780,1060,780,1060,-14.8,13.4,22.8,329,36.7,36.7,310.9,49.3,14.5,33.6,3,21,3,0,0,1,0,1,0,1,,,,,,,,,Group III,N,0,V,4,T,stratigraphic,,MP-NP2,-14.8,13.4,"Sites are flat lying, regarded as primary component"
2674,6978,Chela Group,1992,"Jones, D.L., McFadden, P.L., Kroner, A., McWilliams, M.O.",Palaeomagnetic results from the late Precambrian Chela Group of southwest Angola,Precambrian Res.,59,1-13,Africa,"sediments,pyroclastics,shales,quartzites",780,1060,500,1000,-14.8,13.4,-17.9,139.8,9.2,9.2,119.7,-45.9,40.5,8.2,9,36,4,0,1,1,0,1,0,1,,,,,,,,,Groups I+II,F-,0,V,4,T,stratigraphic,,MP-NP2,-14.8,13.4,Regarded as an overprint component
2687,7000,Nogan Formation,1992,"Kim,K.K., Lee,J.D., Choi,M.O.",Carboniferous-Triassic paleomagnetism of South Korea,J.Geomag.Geoelect.,44,959-978,Asia,"sediments, sandstones, shales",228,251,228,251,37.2,128.7,22.6,209.1,6.1,10.4,76.8,37.2,29.3,8.9,4,18,5,1,0,1,1,1,0,1,,,,,,,,,,"Ro,F+",100,D,4,T,stratigraphic,,T1-2,37.2,128.7,
2687,7001,Gobangsan Formation,1992,"Kim,K.K., Lee,J.D., Choi,M.O.",Carboniferous-Triassic paleomagnetism of South Korea,J.Geomag.Geoelect.,44,959-978,Asia,"sediments, sandstones, shales",251,260,251,260,37.2,128.7,5.7,231,8.5,16.7,258,12.2,14.4,16.4,2,7,4,1,0,1,0,1,0,1,,,,,,,,,,Fo,100,D,4,T,fossils,,P3,37.2,128.7,
2687,7002,Hongjom Formation,1992,"Kim,K.K., Lee,J.D., Choi,M.O.",Carboniferous-Triassic paleomagnetism of South Korea,J.Geomag.Geoelect.,44,959-978,Asia,sediments,307,335,307,335,37.2,128.7,-15.3,222,7.3,13.8,100.5,-22.5,17,13,5,14,5,1,0,1,1,1,0,1,,,,,,,,,,"Ro,F+",100,D,4,T,fossils,,C1-2,37.2,128.7,
2803,7250,Borrowdale Volcanic Group,1992,"Channell,J.E.T., McCabe,C.",Palaeomagnetic data from the Borrowdale Volcanic Group: volcano-tectonics and Late Ordovician palaeolatitudes,J.Geol.Soc.London,149,881-888,Europe,"extrusives,andesites,tuffs,sediments",453,461,440,450,54.4,-3.2,8.1,6.2,8.2,10.6,347.2,-61.9,29.9,6.9,16,149,3,0,1,1,0,0,0,1,,,,,,,,,,F-,0,D,4,T,"Sm-Nd,fossils",East Avalon,O3,54.4,-3.2,Magnetization age close to Caradoc/Ashgill boundary
3790,9428,Andersbo Dyke,1992,"Bylund, G., Elming, S-A.","The Dala dolerites, central Sweden, and their palaeomagnetic signature",Geol.Foren.Stockholm Forh.,114(1),143-153,Europe,"intrusives, dolerites",945,947,945,947,60.76,15.41,1,229,6,9,143,42,39,9,1,7,4,1,0,1,0,1,0,1,4,1,0,1,0,1,0,1,,N,0,D,4,AT,U-Pb(badd),Fennoscandia,NP1,60.76,15.41,
3082,8082,Chatswood Limestone and Ninmaroo Formation,1992,"Ripperdan,R.L., Kirschvink,J.L.","Paleomagnetic results from the Cambrian-Ordovician boundary section at Black Mountain, Georgina Basin, western Queensland, Australia","Global Prespectives on Ordovician Geology (Balkema, Nether.)",,93-103,Australia,"sediments, limestones",479,495,479,495,-22.6,140.3,-3.1,234.1,7.4,14.8,274.5,4.3,6.7,7.4,,64,5,1,0,1,0,1,1,1,5,1,0,1,0,1,1,1,CO1 Component,"Rc,M",100,D,4,T,fossils,,CB3-O1,-22.6,140.3,Regarded as the primary component
3156,8204,Terres Noires,1992,"Aubourg,C., Rochette,P.",Mise en evidence d'une aimantation pre-tectonique dans les Terres Noires subalpines (Callovien-Oxfordien),C.R.Acad.Sci.Paris Ser.II,314,591-594,Europe,sediments,155,165,155,165,44.5,4.3,77.6,129.7,7.1,10.1,12.6,56,,7,5,40,5,1,1,1,1,1,0,0,3,1,0,0,1,1,0,0,,F+,100,D,3,AT,fossils,,J2-3,44.5,4.3,
3082,8083,Chatswood Limestone and Ninmaroo Formation,1992,"Ripperdan,R.L., Kirschvink,J.L.","Paleomagnetic results from the Cambrian-Ordovician boundary section at Black Mountain, Georgina Basin, western Queensland, Australia","Global Prespectives on Ordovician Geology (Balkema, Nether.)",,93-103,Australia,"sediments, limestones",479,495,428,444,-22.6,140.3,57.2,359.3,11.5,22.7,199.9,-7.5,10.7,11.4,,17,3,0,0,1,0,1,0,1,3,0,0,1,0,1,0,1,OVP1 Component,M,100,D,4,T,fossils,,CB3-O1,-22.6,140.3,Early Silurian overprint suggested
3082,8084,Chatswood Limestone and Ninmaroo Formation,1992,"Ripperdan,R.L., Kirschvink,J.L.","Paleomagnetic results from the Cambrian-Ordovician boundary section at Black Mountain, Georgina Basin, western Queensland, Australia","Global Prespectives on Ordovician Geology (Balkema, Nether.)",,93-103,Australia,"sediments, limestones",479,495,398,416,-22.6,140.3,61.2,74.1,8.3,10.1,333.5,-17.7,10.7,15.5,,8,3,0,0,1,0,1,0,1,3,0,0,1,0,1,0,1,OVP2 Component,M,100,D,4,T,fossils,,CB3-O1,-22.6,140.3,Early Devonian overprint suggested - Pole error corrected
3330,8532,Late Devonian Acid Volcanics,1992,"Lackie, M.A., French, D.H., Clark, D.A.","Magnetic mineralogy of felsic volcanics of the Conway-Bimurra area, northeast Queensland: relationships to aeromagnetic anomalies and hydrothermal alteration",CSIRO Aust. Expl. Geosci. Rpt.274R,,32pp,Australia,"extrusives, intrusives",359,385,299,318,-21,147.4,40.8,321.1,14.7,15.4,193.7,79.4,17,8.1,20,34,4,0,1,1,0,1,0,1,3,0,0,1,0,1,0,1,,M,0,D,4,T,stratigraphic,Lolworth-Ravenswood,D3,-21,147.4,Overprinted in Late Carboniferous
3264,8405,Bathurst Batholith,1992,"Wahyono, H.",Palaeomagnetism of the Bathurst Batholith and its contact aureole,"M.Sc thesis, Macquarie University NSW, Australia",,92pp,Australia,"intrusives,granite,adamellite,gabbro",319,332,319,332,-33.5,150,45.3,251.9,6.8,10.2,53.4,-50.2,,7.6,33,198,4,1,1,1,0,0,0,1,2,1,0,0,0,0,0,1,,"Co,Ro,M",100,D,4,T,Rb-Sr,Molong-Monaro,C1-2,-33.5,150,
3790,9429,Gallsjon Dyke,1992,"Bylund, G., Elming, S-A.","The Dala dolerites, central Sweden, and their palaeomagnetic signature",Geol.Foren.Stockholm Forh.,114(1),143-153,Europe,"intrusives, dolerites",945,947,945,947,60.51,14.53,18,241,6,12,136,48,45,12,1,5,4,1,0,1,0,1,0,1,4,1,0,1,0,1,0,1,,N,0,D,4,AT,U-Pb(badd),Fennoscandia,NP1,60.51,14.53,
3330,8531,Bulgonunna Volcanics,1992,"Lackie, M.A., French, D.H., Clark, D.A.","Magnetic mineralogy of felsic volcanics of the Conway-Bimurra area, northeast Queensland: relationships to aeromagnetic anomalies and hydrothermal alteration",CSIRO Aust. Expl. Geosci. Rpt.274R,,32pp,Australia,"extrusives, intrusives",293,305,293,305,-21,147.4,40.4,315.5,17.2,18.2,204.8,78.6,21,9.6,12,27,5,1,1,1,0,1,0,1,4,1,0,1,0,1,0,1,,M,0,D,4,T,U-Pb,Lolworth-Ravenswood,C2-P1,-21,147.4,
3112,8134,Trenton and Black River Limestones,1992,"Suk,D., Van der Voo,R., Peacor,D.R., Lohmann,K.C.",Late Paleozoic remagnetization and its carrier in the Trenton and Black River carbonates from the Michigan Basin,J.Geol.,101,795-808,North America,"sediments, limestones",444,461,240,260,42.2,-84.9,52.4,111,3.9,7.7,170.5,-10.9,,7.6,6,121,4,0,1,1,0,1,0,1,4,0,1,1,0,1,0,1,,M,0,D,4,AT,fossils,,O3,42.2,-84.9,Remagnetized PU-TRL
2987,7760,Suakin Gabbro,1992,"Reischmann,Th., Bachtadse,V., Kroner,A., Layerr,P.","Geochronology and paleomagnetism of a late Proterozoic island arc from the Red Sea Hills, northeast Sudan",Earth Planet.Sci.Letters,114,1-15,Africa,"intrusives, gabbro",837,845,837,845,19,37.2,25.3,133.7,4,8,244.2,-3.9,41.9,8,9,49,5,1,1,1,0,1,0,1,4,1,1,0,0,1,0,1,,N,0,D,4,AT,40Ar/39Ar,,NP2,19,37.2,
2842,7378,Uralian basalts and jaspers,1991,"Svyazhina,I.A., Kopteva,R.A.",Paleomagnitnaya rekonstrukziya Uralskogo paleookeana,Paleomagnetizm i paleogeodinamika territorii SSSR (VNIGRI),,14-30,Asia,"extrusives, basalts, jaspers",470,475,470,475,53.5,61.5,47,241,3.8,7.3,178,-20,14,7,,30,3,1,1,0,0,0,0,1,,,,,,,,,,M,100,D,2,T,fossils,North Kazakhstan,O1-2,53.5,61.5,Same directions for basalts and jaspers
2847,7392,Terskaya suite,1991,"Shipunov,S.V., Chumakov,N.M.",Paleomagnetism verhneproterozoyskih otlojeniy Kolskogo poluostrova,Geotektonika,5,38-50,Europe,"sediments, redbeds",1050,1350,1050,1350,67,34.5,-56.1,267.6,,,268,-76,,,4,8,1,0,0,0,0,1,0,0,,,,,,,,,,N,100,D,2,T,"stratigraphic, K-Ar",Baltica,MP,67,34.5,"Another component: N=31, D=12, I=59, KD=10"
2847,7391,Gotia and Polarisbreen Series,1991,"Shipunov,S.V., Chumakov,N.M.",Paleomagnetism verhneproterozoyskih otlojeniy Kolskogo poluostrova,Geotektonika,5,38-50,Atlantic Ocean,sediments,542,850,500,700,79,20,64,77,19.5,20.7,98,78,11,11,14,28,2,0,1,0,0,1,0,0,,,,,,,,,,F-,0,D,2,T,stratigraphic,Spitsbergen,NP2-3,79,20,
2842,7376,Garshinskaya Suite Dykes,1991,"Svyazhina,I.A., Kopteva,R.A.",Paleomagnitnaya rekonstrukziya Uralskogo paleookeana,Paleomagnetizm i paleogeodinamika territorii SSSR (VNIGRI),,14-30,Asia,intrusives,359,444,359,444,52.7,66.9,-10,131,2.1,4.1,116,14,303,4,,,3,1,1,0,0,0,0,1,,,,,,,,,,"Co,M",0,D,2,T,stratigraphic,North Kazakhstan,S-D,52.7,66.9,"Landrocks: D=352, I=-43, Kd=5.1, ED95=7 (basalts,flints)"
2842,7382,Garshinskaya suite,1991,"Svyazhina,I.A., Kopteva,R.A.",Paleomagnitnaya rekonstrukziya Uralskogo paleookeana,Paleomagnetizm i paleogeodinamika territorii SSSR (VNIGRI),,14-30,Asia,"sediments, redbeds, claystones",472,479,472,479,52.7,66.9,22.5,246.3,5.4,9.9,181,28,9,9,,,2,1,0,0,0,0,0,1,,,,,,,,,,M,100,D,2,T,fossils,North Kazakhstan,O1,52.7,66.9,
2842,7381,Garshinskaya suite,1991,"Svyazhina,I.A., Kopteva,R.A.",Paleomagnitnaya rekonstrukziya Uralskogo paleookeana,Paleomagnetizm i paleogeodinamika territorii SSSR (VNIGRI),,14-30,Asia,"sediments, redbeds, claystones",472,479,472,479,52.7,66.9,29,275,9.2,18.2,156,9,5,18,,,3,1,0,1,0,0,0,1,,,,,,,,,,"Ro,M",100,D,3,T,fossils,North Kazakhstan,O1,52.7,66.9,"Grey shales(interbedding):D=235,I=-35,KD=15, ED95=7"
2851,7432,Kola Dykes,1991,"Miroshnikov, V.P., Starikova, V.P., Tyuremnov, V.A.",Paleomagnitnie issledovaniya daykovih komleksov Kolskogo poluostrova,IV All-Union Congress on Geomagnetism. Vladimir-Suzdal.,2,143-144,Europe,"intrusives, metadolerite",2500,3000,2500,3000,69.5,31,43,13,,,209,75,39,9,,,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,Component 3,N,0,D,2,A,stratigraphic,Baltica,MA-NA,69.5,31,Contact zone
2851,7431,Kola Dykes,1991,"Miroshnikov, V.P., Starikova, V.P., Tyuremnov, V.A.",Paleomagnitnie issledovaniya daykovih komleksov Kolskogo poluostrova,IV All-Union Congress on Geomagnetism. Vladimir-Suzdal.,2,143-144,Europe,"intrusives, metadolerite",2500,3000,2500,3000,69.5,31,38,176,,,29,37,66,6,,,2,0,1,0,0,1,0,0,,,,,,,,,Component 2,N,0,D,2,A,stratigraphic,Baltica,MA-NA,69.5,31,Central part of dike
2846,7390,Batyrbay section,1991,"Tursunov,B.N., Bekteleuvov,A.K.",Magnitostratigrafiya Batyrbayskogo razreza pogranichnih otlojeniy kembriya i ordovika v malom Karatau,IV All-Union Congress on Geomagnetism. Vladimir-Suzdal.,2,96-97,Asia,"sediments, limestones",472,501,472,501,43.5,69,43.9,225.1,,,17,0,,,,105,3,1,0,0,0,1,0,1,,,,,,,,,,Ro,100,D,2,T,fossils,Central Kazakhstan,CB3-O1,43.5,69,
2845,7389,Lower Kulkuduk ophiolite complex,1991,"Egamberdiev,S.A., Mirkamalov,R.H., Muhin,P.A.",Paleomagnetism ofiolitovogo komplexa Kulkuduk v severnom Tamdytau (Kyzilkumi),IV All-Union Congress on Geomagnetism. Vladimir-Suzdal.,2,169-170,Asia,"intrusives, ultramafics",461,488,461,488,41.7,64.5,-22,325,5.4,9.2,259,-38,12.8,7.8,,14,2,1,0,0,0,0,0,1,,,,,,,,,,M,100,D,2,T,stratigraphic,,O1-2,41.7,64.5,
3572,9071,Mosfellssveit Lavas,1991,"Kristjansson,L., Johannesson,H., Fridleifsson,I.B.","Paleomagnetic stratigraphy of the Mosfellssveit area, SW-Iceland: a pilot study",Jokull,41,47-60,Atlantic Ocean,"extrusives, basalts",1,2,1,2,64.15,-21.7,80.1,225.7,2.6,2.8,157.5,-76.1,44.1,1.5,12,193,5,1,1,0,0,1,1,1,4,1,0,0,0,1,1,1,,Ra,100,D,2,A,magnetic,,N3-4,64.15,-21.7,
2843,7383,Slyudyankinskaya suite,1991,"Konstantinov,K.M.",Vremya formirovaniya slyudonosnyh porod Mamsko-Chuyskogo rayona,IV All-Union Congress on Geomagnetism. Vladimir-Suzdal.,2,134-135,Asia,"metamorphics, gneiss, shales",810,900,430,464,58,113,-4.8,151.6,10.8,18.6,138.6,36,19.2,16,4,80,3,0,1,0,0,1,0,1,,,,,,,,,,"Ro,M",0,D,2,AT,stratigraphic,Siberian Platform,NP1-2,58,113,Combined four directions presented in paper
2842,7377,Mayachnaya suite,1991,"Svyazhina,I.A., Kopteva,R.A.",Paleomagnitnaya rekonstrukziya Uralskogo paleookeana,Paleomagnetizm i paleogeodinamika territorii SSSR (VNIGRI),,14-30,Asia,"sediments, redbeds, siltstones",465,479,465,479,53,61,35,258,6.5,13,345,-2,6,13,,24,3,1,0,1,0,0,0,1,,,,,,,,,,M,100,D,3,T,fossils,North Kazakhstan,O1-2,53,61,"Another group: D=247,I=-36,KD=7,ED95=12,PLAT=35,PLONG=156"
2848,7393,Voche-Lambina Dykes,1991,"Priyatkin, A.A.",Nositeli i komponentniy sostav Jn postskladchatih rifeyskih diabasovih daek yugo-zapada Kolskogo poluostrova,IV All-Union Congress on Geomagnetism. Vladimir-Suzdal.,2,154,Europe,"intrusives, diabase",650,1600,650,1600,67.5,32.5,9,221,,,256,28,,,,,4,0,0,1,1,1,0,1,4,0,0,1,1,1,0,1,,"C+,M",0,D,2,T,stratigraphic,Baltica,MP-NP2,67.5,32.5,Primary magn.carrier points on Riphean age of magnetization
2842,7379,Uralian pillow-lavas and jaspers,1991,"Svyazhina,I.A., Kopteva,R.A.",Paleomagnitnaya rekonstrukziya Uralskogo paleookeana,Paleomagnetizm i paleogeodinamika territorii SSSR (VNIGRI),,14-30,Asia,"extrusives,pillow basalts, red jasper",461,479,461,479,52.5,61.9,41,265,10.9,21.3,163,-12,4,21,,,2,1,0,0,0,0,0,1,,,,,,,,,,M,100,D,2,T,stratigraphic,North Kazakhstan,O1-2,52.5,61.9,"Another comp.:D=245,I=-30,KD=32,ED95=5,PLAT=28,PLONG=162"
2851,7430,Kola Dykes,1991,"Miroshnikov, V.P., Starikova, V.P., Tyuremnov, V.A.",Paleomagnitnie issledovaniya daykovih komleksov Kolskogo poluostrova,IV All-Union Congress on Geomagnetism. Vladimir-Suzdal.,2,143-144,Europe,"intrusives, metadolerite",2500,3000,2500,3000,69.5,31,10,133,,,75,10,56,9,,,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,Component 1,N,0,D,2,A,stratigraphic,Baltica,MA-NA,69.5,31,Central part of dyke
2841,7374,Spiridonovskaya suite,1991,"Komissarova,R.A.",Paleomagnetism dokembriya severnogo i vostochnogo obramleniya Sibirskoy platformi,Paleomagnetizm i paleogeodinamika territorii SSSR (VNIGRI),,83-95,Asia,"sediments, sandstones, shales",800,1000,800,1000,65,153,-19,220,6,12,118,-16,6,12,26,42,1,0,0,0,0,0,0,1,,,,,,,,,,Ro,100,D,2,T,fossils,Kolyma,NP1,65,153,Overprinted mesozoic component present by Tub > 600C
3020,7808,Upper Triassic Sediments,1991,"Ghorabi,M., Henry,B.",Analyses paleomagnetiques dans les formations permo-triasiques du Sud tunisien,C.R.Acad.Sci.Paris Ser.II,312,1527-1530,Africa,sediments,200,228,200,228,33,10.6,54.9,223.3,6.9,6.9,351.8,4.4,36.7,11.5,4,14,4,1,0,1,0,1,0,1,3,1,0,0,0,1,0,1,,Ro,100,V,3,T,stratigraphic,,T3,33,10.6,
2842,7380,Toguzak-Ayatskaya suite,1991,"Svyazhina,I.A., Kopteva,R.A.",Paleomagnitnaya rekonstrukziya Uralskogo paleookeana,Paleomagnetizm i paleogeodinamika territorii SSSR (VNIGRI),,14-30,Asia,"sediments, shales, sandstones",472,479,472,479,54.1,61.5,39,215,5.1,10.1,201,-11,16,10,,,2,1,0,0,0,0,0,1,,,,,,,,,,Ro,100,D,2,AT,fossils,,O1,54.1,61.5,Age of magnetization is unclear
2841,7375,Chebukulahskaya and Oroekskaya suites,1991,"Komissarova,R.A.",Paleomagnetism dokembriya severnogo i vostochnogo obramleniya Sibirskoy platformi,Paleomagnetizm i paleogeodinamika territorii SSSR (VNIGRI),,83-95,Asia,"sediments,siltstones,shales,limestones",1000,1350,1000,1350,65,153,-16,218,9,18,119,-8,4,19,12,24,1,0,0,0,0,0,0,1,,,,,,,,,,Ro,100,D,2,T,fossils,Kolyma,MP,65,153,Overprinted mesozoic component present by Tub > 600C
2845,7388,Middle Kulkuduk ophiolite complex,1991,"Egamberdiev,S.A., Mirkamalov,R.H., Muhin,P.A.",Paleomagnetism ofiolitovogo komplexa Kulkuduk v severnom Tamdytau (Kyzilkumi),IV All-Union Congress on Geomagnetism. Vladimir-Suzdal.,2,169-170,Asia,"intrusives, gabbros",461,488,461,488,41.7,64.5,-66.7,54.9,5.8,10.2,184,-34,62.5,8.9,,4,1,1,0,0,0,0,0,0,,,,,,,,,,M,100,D,2,T,stratigraphic,,O1-2,41.7,64.5,
2917,7579,Reunion Volcanics,1991,"Chauvin,A., Gillot,P-Y., Bonhommet,N.",Paleointensity of the Earth's magnetic field recorded by two Late Quaternary volcanic sequences at the island of La Reunion (Indian Ocean),J.Geophys.Res.,96,1981-2006,Indian Ocean,"extrusives, basalts",0,1,0,1,-21.1,55.5,81.2,264.8,3.1,4.8,355.1,-47.6,51.2,3.7,30,145,5,1,1,1,0,1,0,1,,,,,,,,,,M,0,D,4,AT,K-Ar,,N3-4,-21.1,55.5,
2845,7387,Upper Kulkuduk ophiolite complex,1991,"Egamberdiev,S.A., Mirkamalov,R.H., Muhin,P.A.",Paleomagnetism ofiolitovogo komplexa Kulkuduk v severnom Tamdytau (Kyzilkumi),IV All-Union Congress on Geomagnetism. Vladimir-Suzdal.,2,169-170,Asia,"sediments, intrusives, granites",461,488,461,488,41.7,64.5,-54.7,126.7,5.7,9.8,147,-36,17.2,8.4,,16,2,1,0,0,0,0,0,1,,,,,,,,,,M,100,D,2,T,stratigraphic,,O1-2,41.7,64.5,
2848,7394,Voche-Lambina metamorphic rocks,1991,"Priyatkin, A.A.",Nositeli i komponentniy sostav Jn postskladchatih rifeyskih diabasovih daek yugo-zapada Kolskogo poluostrova,IV All-Union Congress on Geomagnetism. Vladimir-Suzdal.,2,154,Europe,"metamorphics, amphibolites, gneiss",1800,2800,1600,2000,67.5,32.5,42.8,224,,,351,37,,,,,2,0,0,0,0,1,0,1,,,,,,,,,,M,0,D,2,T,stratigraphic,Baltica,NA-PP,67.5,32.5,Magnetization acquired during process of metamorphism
2405,6235,Quebradillas Limestone,1991,"Reid,J.A., Plumley,P.W., Schellekens,J.H.","Paleomagnetic evidence for the Late Miocene counterclockwise rotation of north coast carbonate sequence, Puerto Rico",Geophys.Res.Lett.,18,565-568,Atlantic Ocean,"sediments, limestones",4,5,4,5,18.5,-66.8,87.4,164.2,10.8,10.8,178.3,-28,8,12,4,22,2,1,0,0,0,0,0,1,,,,,,,,,,M,0,V,2,AT,fossils,,N2,18.5,-66.8,
2405,6234,North Coast Carbonate Sequence,1991,"Reid,J.A., Plumley,P.W., Schellekens,J.H.","Paleomagnetic evidence for the Late Miocene counterclockwise rotation of north coast carbonate sequence, Puerto Rico",Geophys.Res.Lett.,18,565-568,Atlantic Ocean,"sediments, limestones",11,27,11,27,18.5,-66.8,66.5,207.6,4.3,4.3,335,32.7,811.5,4.3,3,44,3,1,1,0,0,0,0,1,,,,,,,,,,"Ro,M",0,V,2,AT,fossils,,E3-N1,18.5,-66.8,"Average of 3 time slots at 27,22 and 11 Ma"
2404,6233,Matagua and Provincial Formations,1991,"Renne,P.R., Scott,G.R., Doppelhammer,S.K., Cala,E.L., Hargraves,R.B.",Discordant Mid-Cretaceous paleomagnetic pole from the Zaza terrane of central Cuba,Geophys.Res.Lett.,18,455-458,Atlantic Ocean,"sediments, tuffs, volcaniclastic",94,125,94,125,22.2,-79.9,28.9,195,12.3,12.3,295.7,26.4,43,14.1,4,23,3,1,0,1,0,0,0,1,,,,,,,,,B Component,Fo,100,V,4,T,"fossils,40Ar/39Ar",Zaza,K1-2,22.2,-79.9,
2456,6340,Variscan Plutons and Metamorphics,1991,"Edel,J.B., Wickert,F.","Paleopositions of the Saxothuringian (Northern Vosges, Pflaz, Odenwald, Spessart) in Variscan times: paleomagnetic investigation",Earth Planet.Sci.Letters,103,10-26,Europe,"intrusives,gabbros,diorites,metamorphics",325,340,290,325,49.5,8.5,9.4,131.3,2.8,5.1,58.3,-24.5,60.7,4.8,,16,2,0,0,1,0,0,0,1,,,,,,,,,B Component,N,0,D,3,T,K-Ar,,C1,49.5,8.5,Middle to Late Carboniferous age suggested
2456,6339,Variscan Plutons and Metamorphics,1991,"Edel,J.B., Wickert,F.","Paleopositions of the Saxothuringian (Northern Vosges, Pflaz, Odenwald, Spessart) in Variscan times: paleomagnetic investigation",Earth Planet.Sci.Letters,103,10-26,Europe,"intrusives,gabbros,diorites,metamorphics",325,340,325,340,49.5,8.5,21.8,224.2,3.9,7.3,326.4,-23,32,6.9,,15,3,1,0,1,0,0,0,1,,,,,,,,,C Component,N,0,D,3,T,K-Ar,,C1,49.5,8.5,Includes data from REFNO 2457
2594,6699,Sedimentary rocks,1991,"Grishin,D.V., Didenko,A.N., Pechersky,D.M., Turmanidze,T.L.",Paleomagnitnoe i petromagnitnoe izuchenie stroeniya i razvitiya paleookeanskoy litosferi(na primere izucheniya fanerozoiskikh ofiolitov Azii),Paleomagnetizm i paleogeodinamika territorii SSSR (VNIGRI),,135-149,Asia,sediments,56,100,56,100,62,174,76,178,13.4,13.7,4,83,124,7,5,28,5,1,1,1,1,0,0,1,,,,,,,,,,"Fo,U",100,D,4,T,stratigraphic,,K2-E1,62,174,
2505,6451,Groundhog River (Matachewan) Dykes,1991,"Bates,M.P., Halls,H.C.","Paleomagnetism of dykes from the Groundhog River Block, northern Ontario: implications for the uplift history of the Kapuskasing Structural Zone",Canad. J. Earth Sci.,28,1424-1428,North America,"intrusives, quartz diabase",2452,2456,1850,2050,49.3,-82,53.3,255.5,23.4,24,294.7,82.6,12,12.3,9,43,4,0,1,1,0,1,0,1,,,,,,,,,A Component,N,0,D,4,AT,U-Pb,Superior Craton,PP,49.3,-82,Remanence acquired during uplift at 1950 Ma
2505,6450,Groundhog River (Matachewan) Dykes,1991,"Bates,M.P., Halls,H.C.","Paleomagnetism of dykes from the Groundhog River Block, northern Ontario: implications for the uplift history of the Kapuskasing Structural Zone",Canad. J. Earth Sci.,28,1424-1428,North America,"intrusives, quartz diabase",2452,2456,2452,2456,49.3,-82,53.6,80.5,16.1,29.7,10.6,26.4,21,27.4,3,11,4,1,0,1,0,1,0,1,3,1,0,0,0,1,0,1,B Component,N,0,D,4,AT,U-Pb,Superior Craton,PP,49.3,-82,
2504,6449,Wathaman Batholith,1991,"Symons, D.T.A.",Paleomagnetism of the Proterozoic Wathaman batholith and the suturing of the Trans-Hudson orogen in Saskatchewan,Canad. J. Earth Sci.,28,1931-1938,North America,"intrusives, granite, mafic dykes",1843,1865,1800,1850,57,-103.8,-8.3,291.7,15.1,26.4,322.7,-33.9,29.6,23.1,3,12,4,0,0,1,1,1,0,1,4,0,0,1,1,1,0,1,B Component,"C+,M",0,D,4,AT,U-Pb,,PP,57,-103.8,B Component suggested to be about 25Ma younger than A comp.
2385,6203,Douggou and Ziniquan Formations,1991,"Chen,Y., Cogne,J.P., Courtillot,V., Avouac,J.P., Tapponnier,P., Wang,G., Bai,M., You,H., Li,M., Wei,C., Buffetaut,E.",Paleomagnetic study of Mesozoic continental sediments along the northern Tien Shan (China) and heterogeneous strain in central Asia,J.Geophys.Res.,96,4065-4082,Asia,"sediments, sandstones",70,90,70,90,44.2,86,74.3,223.1,6.4,6.4,12.5,51.3,56.9,6.9,9,45,5,0,1,1,1,1,0,1,,,,,,,,,,"F+,Ro,M",100,V,4,AT,fossils,Junggar,K2,44.2,86,
2385,6202,Qigou and Hutubi Formations,1991,"Chen,Y., Cogne,J.P., Courtillot,V., Avouac,J.P., Tapponnier,P., Wang,G., Bai,M., You,H., Li,M., Wei,C., Buffetaut,E.",Paleomagnetic study of Mesozoic continental sediments along the northern Tien Shan (China) and heterogeneous strain in central Asia,J.Geophys.Res.,96,4065-4082,Asia,"sediments, sandstones",110,130,110,130,44.2,86,72.3,227.3,4.8,7.2,12.7,48.6,57.6,5.5,13,94,6,0,1,1,1,1,1,1,,,,,,,,,,"F+,Rc,M",100,D,4,AT,fossils,Junggar,K1,44.2,86,
2384,6201,Joggins Formation,1991,"DiVenere,V.J., Opdyke,N.D.","Magnetic polarity stratigraphy and Carboniferous paleopole positions from the Joggins Section, Cumberland structural basin, Nova Scotia",J.Geophys.Res.,96,4051-4064,North America,"sediments, redbeds",309,312,250,300,45.7,-64.5,34.9,127.8,2.3,4.4,169.9,16.9,19.6,4.3,,60,5,0,1,1,1,1,0,1,,,,,,,,,B Component,F*+,66,D,4,T,fossils,,C2,45.7,-64.5,
